intervalo;setor;endereco;turno;rota_setor;frequencia
 13:00 ÌÊ 17:20 hs;fev/16;R EUCLIDES DA CUNHA;TARDE;54;SEG, QUA, SEX
 13:00 ÌÊ 17:20 hs;fev/16;R CORONEL AMÌäRICO FONTENELI;TARDE;55;SEG, QUA, SEX
 13:00 ÌÊ 17:20 hs;fev/16;R ISAAC MARKMAN;TARDE;56;SEG, QUA, SEX
 13:00 ÌÊ 17:20 hs;fev/16;R ACAJUTIBA;TARDE;57;SEG, QUA, SEX
 13:00 ÌÊ 17:20 hs;fev/16;R UMBURANAS;TARDE;58;SEG, QUA, SEX
 13:00 ÌÊ 17:20 hs;fev/16;R VINTE E SEIS DE MARÌàO;TARDE;59;SEG, QUA, SEX
 13:00 ÌÊ 17:20 hs;fev/16;R ANALÌâNDIA;TARDE;60;SEG, QUA, SEX
 13:00 ÌÊ 17:20 hs;fev/16;R ANNE FRANK;TARDE;61;SEG, QUA, SEX
 13:00 ÌÊ 17:20 hs;fev/16;R PROFESSOR MÌRIO RAMOS;TARDE;62;SEG, QUA, SEX
 13:00 ÌÊ 17:20 hs;fev/16;R UMBURANAS;TARDE;63;SEG, QUA, SEX
 13:00 ÌÊ 17:20 hs;fev/16;R GURUPÌä;TARDE;64;SEG, QUA, SEX
 13:00 ÌÊ 17:20 hs;fev/16;R DEUS-TE-GUARDE;TARDE;65;SEG, QUA, SEX
 13:00 ÌÊ 17:20 hs;fev/16;R GURUPÌä;TARDE;66;SEG, QUA, SEX
 13:00 ÌÊ 17:20 hs;fev/16;R SANTA EDWIRGES;TARDE;67;SEG, QUA, SEX
 13:00 ÌÊ 17:20 hs;fev/16;R GOIÌâNIA;TARDE;68;SEG, QUA, SEX
 13:00 ÌÊ 17:20 hs;fev/16;R FAZENDA NOVA;TARDE;69;SEG, QUA, SEX
 13:00 ÌÊ 17:20 hs;fev/16;R SANTA EDWIRGES;TARDE;70;SEG, QUA, SEX
 13:00 ÌÊ 17:20 hs;fev/16;R TEÌÒFILO TWORTZ;TARDE;71;SEG, QUA, SEX
 13:00 ÌÊ 17:20 hs;fev/16;R ANTÌÓNIO UCHOA;TARDE;72;SEG, QUA, SEX
 13:00 ÌÊ 17:20 hs;fev/16;R JOSÌä DA SILVA BARBOSA;TARDE;73;SEG, QUA, SEX
 13:00 ÌÊ 17:20 hs;fev/16;R GOIÌâNIA;TARDE;74;SEG, QUA, SEX
 13:00 ÌÊ 17:20 hs;fev/16;ESTR DO BONGI;TARDE;75;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/20;R DOUTOR ELPHEGO JORGE DE SOUSA;MANHÌÄ;1;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/20;AV GENERAL SAN MARTIN;MANHÌÄ;2;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/20;R ISAAC MARKMAN;MANHÌÄ;3;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/20;AV GENERAL SAN MARTIN;MANHÌÄ;4;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/20;R APULCRO DE ASSUNÌàÌÄO;MANHÌÄ;5;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/20;R EDUARDO DE ANDRADE;MANHÌÄ;6;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/20;R MINISTRO PASCHOAL CARLOS MAGNO;MANHÌÄ;7;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/20;R DOUTOR GOMES PORTO;MANHÌÄ;8;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/20;R ITAPORANGA;MANHÌÄ;9;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/20;R MOSSORÌÒ;MANHÌÄ;10;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/20;R DUARTE FILHO;MANHÌÄ;11;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/20;R JOSÌä VELOSO;MANHÌÄ;12;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/20;R DOUTOR TELESPHORO FRAGOSO;MANHÌÄ;13;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/20;R MOSSORÌÒ;MANHÌÄ;14;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/20;R VINTE E UM DE ABRIL;MANHÌÄ;15;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/20;R PEDRO MELO;MANHÌÄ;16;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/20;R JOSÌä VELOSO;MANHÌÄ;17;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/20;R VISCONDE DE PARNAÌBA;MANHÌÄ;18;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/20;R ARSÌ_NIO CALAÌàA;MANHÌÄ;19;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/20;R DUARTE FILHO;MANHÌÄ;20;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/20;R LEILA FÌäLIX KARAN;MANHÌÄ;21;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/20;R QUINZE DE MARÌàO;MANHÌÄ;22;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/20;TV PROFESSOR EVERALDO DA CUNHA LIMA;MANHÌÄ;23;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/20;ROTATÌÒRIA;MANHÌÄ;24;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/20;R QUINZE DE MARÌàO;MANHÌÄ;25;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/20;R DOUTOR ANICETO RIBEIRO VAREJÌÄO;MANHÌÄ;26;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/20;R PROFESSOR AVERTANO ROCHA;MANHÌÄ;27;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/20;R EDUARDO CUSTÌÒDIO;MANHÌÄ;28;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/20;R CÌÒRREGO NOVO;MANHÌÄ;29;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/20;R VINTE E UM DE ABRIL;MANHÌÄ;30;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/20;R JUSCELÌâNDIA;MANHÌÄ;31;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/20;R PAUDALHO;MANHÌÄ;32;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/20;R ANTÌÓNIO CORREIA DE ARAÌ_JO;MANHÌÄ;33;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/20;R CORONEL MIZAEL DE MENDONÌàA;TARDE;34;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/20;ACESSO;TARDE;35;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/20;R BREJO NOVO;TARDE;36;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/20;R DESEMBARGADOR CAPISTRANO DE M E SILVA;TARDE;37;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/20;R VISCONDE DE PORTO SEGURO;TARDE;38;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/20;R MANOEL VIEIRA;TARDE;39;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/20;R PROFESSOR JOSÌä CALAZANS;TARDE;40;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/20;R PROFESSOR SILVIO DA CUNHA SANTOS;TARDE;41;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/20;R FLORA RICA;TARDE;42;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/20;R EQUADOR;TARDE;43;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/20;R DOM EXPEDITO MOURA;TARDE;44;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/20;R EQUADOR;TARDE;45;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/20;R JOÌÄO BEZERRA;TARDE;46;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/20;R SANTA MÌÓNICA;TARDE;47;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/20;R SIGISMUNDO CABRAL DE MELO;TARDE;48;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/20;R VISCONDE DE PORTO SEGURO;TARDE;49;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/20;R ARSÌ_NIO CALAÌàA;TARDE;50;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/20;R FARROUPILHA;TARDE;51;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/20;R PROFESSOR SILVIO DA CUNHA SANTOS;TARDE;52;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/20;R NOVA EUROPA;TARDE;53;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/20;R PEDRO BOULITREAU;TARDE;54;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/20;R TENENTE MINDELO;TARDE;55;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/20;R MONSENHOR CALLOU;TARDE;56;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/20;R SIGISMUNDO CABRAL DE MELO;TARDE;57;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/20;R APULCRO DE ASSUNÌàÌÄO;TARDE;58;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/20;R DOUTOR DOMINGOS DE ABREU VASCONCELOS;TARDE;59;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/20;PÌàA JOÌÄO PESSOA DE QUEIROZ;TARDE;60;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/20;R DOUTOR DOMINGOS DE ABREU VASCONCELOS;TARDE;61;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/20;R PROFESSOR AVERTANO ROCHA;TARDE;62;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/20;R DOUTOR ANTÌÓNIO CORRÌ_A DE OLIVEIRA;TARDE;63;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/20;R ELDORADO;TARDE;64;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/20;R LEILA FÌäLIX KARAN;TARDE;65;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/20;TV DOUTOR ANTÌÓNIO CORREIA DE OLIVEIRA;TARDE;66;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/20;1å» TV CORREGO NOVO;TARDE;67;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/20;R LEILA FÌäLIX KARAN;TARDE;68;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/20;R DOUTOR ANTÌÓNIO CORRÌ_A DE OLIVEIRA;TARDE;69;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/22;R CAPITÌÄO ADOLFO TAQUIS;MANHÌÄ;1;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/22;R ABAIARA;MANHÌÄ;2;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/22;TV CARÌÒPOLIS;MANHÌÄ;3;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/22;R CAPITÌÄO ADOLFO TAQUIS;MANHÌÄ;4;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/22;R UBERABA;MANHÌÄ;5;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/22;R DESEMBARGADOR MEDEIROS CORREIA;MANHÌÄ;6;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/22;3å» TV CARLÌÒPOLIS;MANHÌÄ;7;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/22;R EUDÌÓRO PIRES;MANHÌÄ;8;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/22;R JOÌÄO BARRETO DE ACIOLY LINS;MANHÌÄ;9;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/22;R AQUIDAUANA;MANHÌÄ;10;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/22;R TRÌ_S DE AGOSTO;MANHÌÄ;11;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/22;AV MUSTARDINHA;MANHÌÄ;12;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/22;R MÌRIO LIBÌâNIO;MANHÌÄ;13;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/22;R CARLÌÒPOLIS;MANHÌÄ;14;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/22;R ADOLFO BEZERRA;MANHÌÄ;15;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/22;R PORTO SÌäRGIO;MANHÌÄ;16;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/22;R FABINHO;MANHÌÄ;17;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/22;AV MANOEL GONÌàALVES DA LUZ;MANHÌÄ;18;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/22;R JOÌÄO TRAJANO DA SILVA;MANHÌÄ;19;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/22;R JOSÌä MOREIRA REIS;MANHÌÄ;20;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/22;R FRAIBURGO;MANHÌÄ;21;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/22;R ITÌPOLIS;MANHÌÄ;22;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/22;AV MANOEL GONÌàALVES DA LUZ;MANHÌÄ;23;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/22;TV JOAQUIM DA SILVA CALDAS;MANHÌÄ;24;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/22;R JOAQUIM DA SILVA CALDAS;MANHÌÄ;25;SEG, QUA, SEX
07:30 ÌÊ 12:00 hs;fev/22;TV MAJOR MÌRIO PORTELA;MANHÌÄ;26;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/22;R JOAQUIM DA SILVA CALDAS;TARDE;27;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/22;R PROFESSOR CELESTINO MAIZAC;TARDE;28;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/22;R MAJOR MÌRIO PORTELA;TARDE;29;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/22;R ÌâNGELO AGOSTINA;TARDE;30;SEG, QUA, SEX
13:00 ÌÊ 17:20 hs;fev/22;R CARLOS GOMES;TARDE;31;SEG, QUA, SEX
